1000.000000	129253959.993997
993.333333	129237451.838652
986.666667	129235695.035588
980.000000	129155685.250650
973.333333	129153066.171627
966.666667	129214170.578066
960.000000	129228561.365739
953.333333	129167493.304694
946.666667	129181754.538130
940.000000	129202162.653893
933.333333	129114833.611812
926.666667	129052021.191054
920.000000	129134092.848638
913.333333	129088103.831865
906.666667	129133463.233262
900.000000	129046136.568281
893.333333	128962891.686342
886.666667	128970363.159638
880.000000	128995707.731395
873.333333	128972606.698513
866.666667	128942050.432537
860.000000	128970731.416290
853.333333	129037496.925274
846.666667	129003291.038455
840.000000	129011749.649578
833.333333	128928359.873727
826.666667	128942461.639603
820.000000	128797330.246082
813.333333	128876858.192270
806.666667	128775952.833309
800.000000	128799791.051709
793.333333	128756948.238161
786.666667	128788479.259010
780.000000	128796326.820854
773.333333	128744470.031040
766.666667	128772611.555070
760.000000	128660164.674446
753.333333	128639662.351194
746.666667	128642448.524015
740.000000	128623680.216983
733.333333	128588016.395340
726.666667	128506191.407601
720.000000	128541691.399832
713.333333	128518360.441515
706.666667	128554967.002705
700.000000	128479522.206289
693.333333	128481789.673781
686.666667	128469099.668113
680.000000	128470456.069148
673.333333	128443313.900408
666.666667	128329377.148734
660.000000	128313720.470729
653.333333	128342653.344656
646.666667	128237309.986412
640.000000	128202531.204429
633.333333	128231112.890838
626.666667	128235696.462601
620.000000	128192106.566574
613.333333	128141624.576240
606.666667	128087432.327294
600.000000	128061462.372709
593.333333	128082122.129308
586.666667	127970326.015443
580.000000	127934012.464372
573.333333	127958429.047847
566.666667	127876493.395666
560.000000	127848077.789071
553.333333	127831366.188526
546.666667	127790462.162433
540.000000	127712880.980015
533.333333	127775410.871513
526.666667	127645486.484268
520.000000	127674715.222048
513.333333	127645958.816135
506.666667	127570287.684923
500.000000	127507312.121167
493.333333	127416037.612076
486.666667	127456479.316469
480.000000	127398662.486868
473.333333	127332338.186383
466.666667	127303024.464180
460.000000	127191906.540720
453.333333	127212217.152046
446.666667	127139195.559258
440.000000	127038558.540310
433.333333	126992649.351036
426.666667	126916664.829083
420.000000	126846781.903406
413.333333	126914339.960735
406.666667	126725077.652949
400.000000	126639320.914382
393.333333	126611537.053413
386.666667	126596953.176436
380.000000	126451111.185945
373.333333	126356276.813700
366.666667	126265049.893024
360.000000	126175884.810416
353.333333	126145264.926422
346.666667	125974456.510811
340.000000	126020875.431810
333.333333	125859806.608164
326.666667	125644776.068837
320.000000	125596404.412290
313.333333	125492822.167279
306.666667	125372669.362392
300.000000	125304538.732113
293.333333	125106783.988644
286.666667	125006843.301784
280.000000	124929902.576443
273.333333	124722746.311018
266.666667	124548178.740955
260.000000	124468998.402504
253.333333	124237906.134505
246.666667	124121397.481337
240.000000	123887913.829437
233.333333	123788952.181189
226.666667	123558988.807106
220.000000	123328670.813432
213.333333	123066304.892446
206.666667	122786456.526365
200.000000	122594046.585557
193.333333	122339162.381610
186.666667	122151353.440970
180.000000	121766735.368352
173.333333	121511136.050206
166.666667	121189719.427892
160.000000	120827850.379364
153.333333	120392372.068320
146.666667	120069522.606203
140.000000	119632467.585555
133.333333	119210737.647353
126.666667	118747508.616043
120.000000	118209465.790265
113.333333	117599382.728032
106.666667	117062652.355628
100.000000	116422142.616036
93.333333	115754036.303930
86.666667	115035168.304856
80.000000	114186689.866974
73.333333	113383794.318311
66.666667	112475534.675905
60.000000	111460961.673985
53.333333	110470679.848807
46.666667	109327893.792825
40.000000	108117434.244758
33.333333	106836070.502327
26.666667	105403944.630193
20.000000	103851387.026518
13.333333	102085748.317566
6.666667	100069162.615396
